age,c_charge_degree,race,age_cat,score_text,sex,priors_count,length_of_stay,days_b_screening_arrest,decile_score,two_year_recid
21,0,0,2,0,1,2,141,-1.0,10,1
31,0,2,0,2,1,0,36,0.0,7,1
43,0,2,0,1,1,2,2,-10.0,1,0
23,1,0,2,2,1,0,1,-1.0,7,0
25,0,2,0,1,1,0,2,-1.0,2,0
22,0,0,2,0,1,6,2,-1.0,9,0
30,0,0,0,1,1,6,134,-1.0,4,0
25,0,0,0,0,1,15,3,-1.0,9,1
20,0,0,2,2,1,0,2,-1.0,7,1
39,0,3,0,1,1,0,1,-1.0,1,0
33,0,0,0,1,1,1,4,-1.0,2,1
59,0,0,1,1,1,1,1,-1.0,4,0
21,0,3,2,0,1,1,2,-8.0,9,0
53,0,0,1,2,1,8,6,-1.0,6,1
34,1,2,0,1,1,2,2,-1.0,2,0
36,0,2,0,1,1,6,1,-25.0,4,0
23,0,0,2,1,1,0,2,-1.0,3,0
32,1,0,0,0,1,2,110,0.0,8,0
32,1,0,0,0,1,11,2,-1.0,9,1
66,1,5,1,1,1,0,2,-1.0,1,0
24,1,2,2,2,0,0,24,-1.0,6,0
30,0,0,0,0,1,7,603,-1.0,10,1
28,1,0,0,2,1,1,2,-1.0,7,0
43,0,2,0,2,1,4,3,0.0,5,1
35,1,0,0,1,1,3,12,-1.0,2,0
19,0,0,2,0,1,2,15,-21.0,8,1
22,1,0,2,2,1,1,5,-1.0,6,1
29,0,0,0,1,1,0,1,0.0,1,0
23,1,0,2,1,0,0,3,-1.0,4,0
33,1,2,0,1,0,0,1,-2.0,2,0
35,1,0,0,1,1,1,0,0.0,4,0
53,0,2,1,1,1,0,1,0.0,1,0
59,0,2,1,2,1,17,24,-25.0,6,1
48,1,2,1,1,0,0,1,-1.0,1,0
33,0,0,0,1,0,1,1,-10.0,2,0
44,1,2,0,1,1,0,2,0.0,1,0
31,0,2,0,1,1,10,2,-18.0,2,1
28,0,0,0,1,1,2,2,-1.0,4,1
51,0,3,1,1,1,1,18,-18.0,1,0
23,0,0,2,2,1,0,6,0.0,7,1
21,0,3,2,2,1,0,1,0.0,7,0
26,0,2,0,2,1,0,1,0.0,5,0
22,0,0,2,0,1,3,1,0.0,9,0
29,1,0,0,1,1,0,2,-1.0,2,0
20,0,0,2,0,1,2,3,-1.0,9,1
44,1,2,0,1,1,0,1,-1.0,1,0
41,0,0,0,2,1,2,15,-1.0,5,0
28,0,0,0,1,0,4,1,0.0,4,0
27,1,2,0,2,1,1,22,-1.0,6,1
31,1,2,0,1,1,7,2,-1.0,3,0
26,0,0,0,1,1,3,1,-21.0,3,1
20,0,0,2,1,1,0,2,-1.0,4,0
55,1,2,1,1,1,2,1,-1.0,1,1
36,0,0,0,0,1,0,2,0.0,8,0
48,0,5,1,1,1,4,5,-1.0,1,1
22,0,5,2,1,1,5,3,-1.0,4,1
23,1,0,2,0,1,1,6,-1.0,9,0
34,0,0,0,0,1,19,5,-1.0,10,1
59,0,2,1,1,0,1,6,-21.0,1,0
37,0,2,0,1,1,0,2,-4.0,2,1
28,0,2,0,1,0,0,1,-1.0,4,1
31,0,0,0,1,1,0,2,-1.0,2,0
38,0,0,0,0,0,14,5,-1.0,10,1
33,0,0,0,1,1,0,4,-4.0,1,1
27,0,0,0,0,1,3,1,-1.0,8,1
25,1,2,0,1,1,2,2,0.0,4,1
42,0,0,0,1,0,2,2,-1.0,2,0
22,0,0,2,0,1,3,27,-1.0,8,1
21,0,5,2,2,1,0,2,-1.0,6,0
45,0,2,1,2,1,1,28,0.0,5,1
21,1,0,2,1,0,1,2,-11.0,3,1
52,1,2,1,1,1,2,2,-1.0,1,0
29,1,2,0,1,1,0,1,-1.0,3,0
37,1,0,0,1,0,0,6,0.0,4,0
34,0,2,0,1,1,0,1,-1.0,2,0
53,1,0,1,1,1,0,2,0.0,1,1
30,0,0,0,0,0,8,2,-1.0,8,1
35,1,3,0,1,1,0,2,-7.0,3,0
28,0,2,0,1,1,1,5,-1.0,4,0
21,0,0,2,0,1,1,1,-1.0,8,0
22,0,0,2,2,1,1,44,13.0,7,0
42,1,2,0,1,1,1,1,-1.0,3,1
26,0,0,0,1,1,3,1,0.0,4,1
54,1,0,1,1,1,9,2,0.0,1,0
39,0,5,0,1,1,1,1,-1.0,2,1
30,0,0,0,0,1,20,318,0.0,9,1
26,0,0,0,2,0,1,28,-1.0,6,1
41,1,0,0,1,1,0,1,0.0,1,0
23,1,2,2,2,1,5,55,0.0,5,1
43,0,2,0,1,1,1,65,-1.0,2,1
22,1,0,2,1,1,0,1,-1.0,3,1
27,0,2,0,1,0,6,2,-1.0,3,1
42,1,0,0,1,0,2,35,-1.0,3,0
25,0,0,0,2,1,8,30,0.0,6,1
49,1,0,1,1,1,4,36,0.0,2,0
52,0,2,1,1,1,1,25,-1.0,1,0
60,0,2,1,1,0,2,2,-1.0,1,0
23,1,0,2,2,0,0,2,-1.0,6,0
30,1,0,0,2,1,2,2,-1.0,7,0
48,0,0,1,2,1,9,4,0.0,6,1
32,0,0,0,2,1,2,2,0.0,7,1
28,0,3,0,1,1,3,2,-1.0,3,1
24,0,0,2,2,1,5,2,-1.0,7,1
22,0,0,2,2,1,3,215,20.0,5,1
44,0,0,0,1,1,2,2,-1.0,2,0
32,0,2,0,1,1,3,87,-1.0,4,0
27,1,0,0,1,0,1,1,-1.0,2,0
52,1,0,1,1,1,15,1,0.0,4,1
61,1,2,1,1,1,3,1,0.0,2,1
69,1,0,1,1,1,3,1,0.0,1,0
51,0,5,1,1,1,2,35,-1.0,1,0
21,0,2,2,2,0,1,2,-1.0,6,0
31,1,2,0,2,1,2,4,-1.0,6,1
19,0,0,2,1,1,3,31,-1.0,4,1
24,1,0,2,0,1,12,37,0.0,9,1
24,0,2,2,0,1,3,7,-1.0,8,1
57,0,3,1,1,1,3,2,-2.0,1,0
30,0,2,0,2,1,6,7,-1.0,7,0
43,0,0,0,1,1,4,2,-1.0,1,1
24,0,0,2,2,1,4,5,-1.0,7,0
30,1,2,0,2,0,7,18,-18.0,7,0
25,0,0,0,0,1,5,2,-1.0,9,1
56,0,2,1,0,0,1,170,-1.0,8,0
21,0,0,2,0,1,1,9,-8.0,8,0
31,0,0,0,0,1,6,32,-1.0,10,1
23,0,0,2,0,0,1,2,-1.0,9,0
30,0,0,0,0,1,15,2,-1.0,10,1
42,1,5,0,1,1,1,1,-13.0,1,0
64,0,2,1,1,1,0,109,-1.0,3,0
21,0,2,2,2,0,0,1,-1.0,6,1
36,0,0,0,1,1,5,12,17.0,3,0
50,0,0,1,1,0,1,2,-1.0,1,0
23,1,0,2,1,1,0,1,0.0,3,1
28,0,4,0,1,1,2,50,-1.0,3,0
25,0,2,0,2,0,5,1,-3.0,7,0
54,1,2,1,1,1,14,29,-1.0,4,1
37,1,5,0,1,1,6,2,-1.0,1,0
25,1,2,0,0,1,5,15,-1.0,9,1
63,1,2,1,1,1,0,4,0.0,1,1
35,1,0,0,2,1,2,2,-1.0,7,0
26,1,3,0,1,1,0,1,-1.0,1,1
25,1,0,0,0,1,8,2,-1.0,10,1
33,1,2,0,1,1,0,1,-1.0,1,0
29,0,0,0,1,1,7,2,-1.0,3,0
27,1,3,0,1,1,2,1,-1.0,4,0
37,1,0,0,0,1,12,1,-1.0,9,1
20,1,2,2,0,0,3,1,-1.0,10,1
32,0,0,0,1,1,1,2,-1.0,2,1
72,1,2,1,1,1,1,2,-23.0,1,0
38,0,2,0,1,1,0,3,-1.0,1,0
40,0,2,0,1,1,0,1,-1.0,2,0
23,0,2,2,1,1,0,1,-1.0,3,0
21,0,2,2,0,1,5,2,-10.0,8,1
27,0,2,0,2,1,4,1,0.0,7,1
55,0,2,1,2,1,13,1,-1.0,6,1
41,1,2,0,1,0,0,1,-1.0,1,0
56,1,2,1,1,1,1,3,-1.0,1,0
55,1,2,1,2,1,11,58,-1.0,7,0
23,0,3,2,2,0,0,2,-2.0,6,1
28,0,0,0,1,1,3,1,-1.0,2,0
31,0,5,0,1,1,2,14,-1.0,2,1
53,1,2,1,1,1,0,1,-1.0,1,0
27,0,0,0,2,1,6,11,-1.0,5,1
22,0,2,2,2,1,0,1,-1.0,5,1
22,0,0,2,1,0,0,1,-1.0,4,1
33,1,0,0,2,1,7,2,-1.0,6,1
34,0,0,0,2,1,15,7,-6.0,7,0
22,1,3,2,1,1,0,1,0.0,3,1
32,0,0,0,0,1,12,2,-1.0,8,0
47,0,0,1,0,1,14,1,-1.0,9,1
24,1,1,2,1,1,0,1,0.0,2,0
25,0,0,0,0,1,14,84,-1.0,10,1
56,0,2,1,1,1,0,0,0.0,1,0
36,0,3,0,1,1,1,107,30.0,4,1
28,0,0,0,2,1,4,22,0.0,6,1
20,0,0,2,0,1,2,1,-1.0,9,1
59,1,3,1,1,1,0,2,-2.0,1,0
29,0,0,0,0,0,11,1,-1.0,8,0
72,0,2,1,1,1,3,5,-5.0,1,0
24,1,0,2,2,0,2,15,-1.0,7,1
45,0,0,1,0,1,3,37,6.0,9,0
30,1,0,0,0,1,7,3,0.0,10,1
45,1,0,1,1,1,0,1,-1.0,1,0
47,1,2,1,1,1,0,1,-1.0,1,0
24,0,0,2,1,1,0,10,-1.0,3,1
20,1,0,2,1,1,0,3,-1.0,3,1
51,0,2,1,1,1,6,1,0.0,1,1
49,1,2,1,1,0,2,12,-1.0,2,1
41,0,2,0,1,1,5,2,-1.0,1,0
49,0,2,1,1,1,1,13,-16.0,3,0
26,1,3,0,1,1,0,1,-1.0,1,0
28,1,0,0,1,0,0,2,-1.0,3,0
33,1,2,0,1,1,2,2,-1.0,2,0
46,0,0,1,2,1,0,1,0.0,7,0
21,1,0,2,1,1,0,2,-1.0,4,0
26,0,0,0,0,1,14,0,0.0,9,1
48,0,3,1,1,1,1,127,2.0,1,1
58,0,0,1,2,1,24,4,0.0,6,1
29,0,5,0,1,1,0,2,-1.0,1,0
20,0,0,2,0,0,2,24,-1.0,10,1
28,1,0,0,1,1,0,1,0.0,4,1
21,0,2,2,0,1,0,5,0.0,8,1
26,0,5,0,2,1,0,1,-1.0,7,0
34,1,0,0,1,1,3,1,-4.0,1,0
32,0,0,0,0,1,15,8,-1.0,8,1
38,0,0,0,1,1,10,11,0.0,4,1
22,0,0,2,1,1,0,2,-1.0,3,0
42,0,2,0,2,1,2,1,-1.0,5,1
57,1,2,1,1,0,0,2,-1.0,4,0
56,0,2,1,1,0,1,2,-20.0,1,0
32,1,3,0,2,1,2,1,0.0,5,1
30,0,0,0,0,1,11,1,-1.0,8,0
29,1,0,0,1,1,2,1,-1.0,1,0
46,0,0,1,2,1,15,7,-1.0,7,1
24,0,0,2,1,0,0,1,-1.0,3,0
70,0,0,1,1,0,1,2,-1.0,1,0
21,0,3,2,2,1,0,1,0.0,6,1
45,1,2,1,1,0,1,1,-11.0,1,0
33,1,3,0,1,0,2,3,-1.0,4,0
39,0,0,0,2,0,6,1,0.0,5,0
25,0,2,0,1,1,6,2,-16.0,4,0
48,1,3,1,1,1,1,2,0.0,1,0
46,0,2,1,1,1,0,1,-1.0,1,0
28,1,2,0,1,1,0,3,0.0,2,1
27,0,0,0,1,1,1,2,-1.0,2,0
43,0,2,0,2,1,11,77,16.0,7,1
30,0,0,0,0,1,9,51,0.0,10,1
29,0,2,0,1,1,1,1,-22.0,3,0
54,0,0,1,1,1,8,0,0.0,1,1
20,0,2,2,1,0,0,1,0.0,4,0
29,0,0,0,1,1,0,1,-1.0,1,0
67,1,1,1,1,1,0,1,-1.0,1,0
25,0,5,0,1,1,0,1,-1.0,2,0
24,0,0,2,0,1,8,1,-1.0,9,1
29,0,5,0,2,1,3,178,-1.0,6,0
45,1,0,1,2,1,2,29,-1.0,6,0
31,0,0,0,2,1,5,12,-1.0,5,1
23,0,2,2,1,1,0,8,-1.0,3,1
21,0,0,2,0,1,0,9,-1.0,8,1
61,1,2,1,1,1,0,1,-1.0,1,0
51,1,2,1,2,0,5,21,-1.0,7,1
32,0,5,0,1,1,1,16,-15.0,1,0
43,0,2,0,2,1,9,1,-2.0,6,0
32,1,5,0,1,1,0,2,-1.0,1,0
36,0,0,0,2,1,0,1,-1.0,5,0
58,0,2,1,1,1,3,16,0.0,4,1
57,0,0,1,0,1,12,51,-1.0,9,0
37,0,0,0,2,1,2,1,0.0,7,0
44,0,0,0,2,1,6,2,-1.0,6,0
45,0,0,1,2,1,8,1,-1.0,7,1
48,0,5,1,1,1,1,3,-1.0,1,0
26,0,0,0,0,1,13,0,0.0,8,1
34,0,2,0,2,1,9,2,-1.0,6,1
25,0,0,0,1,1,0,2,-1.0,3,0
31,1,0,0,2,1,8,1,-1.0,7,1
43,0,0,0,1,1,1,2,-1.0,1,0
30,1,0,0,1,1,0,1,0.0,1,0
50,1,2,1,1,1,0,1,-2.0,1,0
31,0,0,0,1,0,2,2,-1.0,2,0
33,1,2,0,2,0,7,1,-6.0,6,0
32,0,0,0,2,1,1,20,-1.0,5,1
46,1,2,1,1,0,0,3,0.0,1,1
22,0,3,2,2,1,0,2,-1.0,6,0
37,0,0,0,2,1,8,2,-1.0,5,1
32,0,2,0,2,0,6,9,-1.0,6,1
23,0,0,2,2,0,2,2,-1.0,7,1
21,0,2,2,2,1,0,0,0.0,5,0
52,0,5,1,1,1,2,2,-1.0,1,0
49,1,2,1,1,1,2,2,-1.0,2,0
55,0,2,1,2,1,3,37,-1.0,7,1
22,0,0,2,1,1,0,2,-1.0,2,0
45,0,3,1,1,1,0,14,-1.0,1,0
31,0,0,0,2,0,7,2,-1.0,5,1
22,1,2,2,1,1,0,2,-1.0,2,1
28,1,0,0,2,1,5,2,-1.0,6,0
21,0,0,2,2,1,1,12,-1.0,5,1
37,1,3,0,1,1,2,2,-1.0,3,0
30,0,0,0,2,1,21,2,-1.0,7,1
22,0,0,2,0,1,13,1,-1.0,10,1
35,0,0,0,0,1,23,2,-1.0,9,1
28,0,0,0,0,1,11,27,-1.0,10,0
24,0,0,2,1,1,1,2,-1.0,3,0
32,0,0,0,2,1,24,3,-1.0,7,1
24,0,0,2,2,0,1,1,-1.0,5,0
57,0,0,1,1,1,19,2,-1.0,3,0
21,1,5,2,2,1,0,1,-1.0,6,0
28,0,2,0,1,1,0,0,0.0,2,0
51,1,2,1,1,1,0,92,0.0,1,0
26,1,0,0,1,1,0,1,-1.0,2,1
20,0,0,2,2,1,0,2,-1.0,6,1
25,1,0,0,2,1,6,33,-1.0,7,0
19,1,2,2,2,1,0,3,-1.0,6,1
49,0,2,1,1,1,1,21,-1.0,1,1
57,1,0,1,0,1,27,10,-9.0,10,0
27,1,0,0,1,0,0,1,0.0,2,0
66,1,2,1,1,1,1,20,-1.0,1,0
21,0,2,2,1,1,0,1,0.0,3,0
45,0,2,1,1,1,1,0,0.0,2,0
37,0,0,0,0,1,24,20,-1.0,8,0
44,0,2,0,0,1,13,17,0.0,9,1
64,0,0,1,1,1,0,5,-1.0,4,0
30,0,0,0,2,1,1,1,-1.0,6,1
61,1,0,1,1,1,1,3,-1.0,1,0
49,0,2,1,1,0,8,9,-10.0,2,0
23,0,0,2,2,1,0,1,0.0,7,0
21,0,2,2,0,1,0,1,-2.0,9,1
30,0,2,0,0,0,2,44,-1.0,10,1
26,1,3,0,1,1,7,2,0.0,4,0
35,1,5,0,1,1,3,2,-1.0,1,1
27,1,0,0,0,1,2,2,-1.0,9,0
38,1,2,0,2,1,1,15,0.0,6,0
48,0,0,1,0,1,14,143,23.0,9,1
26,1,2,0,1,1,0,1,-1.0,2,0
24,0,0,2,0,1,4,27,-27.0,8,1
28,0,0,0,2,0,2,1,0.0,5,1
44,0,2,0,2,0,4,6,0.0,6,1
23,0,2,2,2,1,2,14,0.0,7,0
34,0,2,0,2,0,1,13,-1.0,6,1
20,0,2,2,2,1,1,2,-1.0,5,1
63,0,5,1,1,1,23,3,-1.0,4,1
36,1,0,0,1,0,0,1,0.0,1,0
58,0,2,1,1,1,1,80,-1.0,1,0
35,0,2,0,1,0,4,14,-30.0,3,0
23,0,0,2,2,1,3,2,-1.0,7,0
40,0,2,0,1,1,1,22,-21.0,1,0
31,0,3,0,1,1,3,1,-1.0,3,0
34,0,3,0,1,0,5,2,0.0,4,0
23,1,0,2,2,1,3,14,-1.0,6,1
27,1,2,0,1,1,0,5,-5.0,3,1
26,0,0,0,2,0,3,28,-27.0,5,0
49,0,0,1,1,1,1,25,0.0,1,0
47,1,3,1,1,0,0,2,0.0,1,0
47,0,0,1,1,1,6,6,0.0,2,0
34,0,0,0,2,1,7,1,0.0,6,1
27,0,0,0,0,1,10,8,-1.0,9,0
52,1,2,1,1,0,0,1,0.0,1,0
26,1,0,0,1,1,0,1,-3.0,3,1
25,0,0,0,2,1,9,3,0.0,7,0
51,0,0,1,1,1,1,163,-1.0,2,0
29,1,0,0,1,0,1,0,0.0,2,0
46,0,2,1,1,1,0,1,-1.0,1,0
28,0,2,0,1,1,6,3,-2.0,4,0
57,0,0,1,1,1,0,2,-1.0,1,0
23,0,3,2,2,1,2,1,-1.0,5,0
34,0,0,0,0,1,27,119,-1.0,9,1
27,0,0,0,1,1,3,13,-1.0,3,0
25,1,0,0,0,1,7,4,-1.0,9,1
31,0,2,0,2,1,1,33,-1.0,7,1
37,0,0,0,1,1,8,2,-1.0,2,0
51,0,0,1,1,1,0,2,0.0,2,1
28,0,0,0,2,1,8,41,-1.0,6,0
56,0,2,1,1,1,4,8,0.0,1,0
45,0,0,1,0,1,15,331,-1.0,9,1
26,0,2,0,2,1,7,19,-1.0,6,1
33,0,2,0,0,1,7,2,-1.0,8,1
23,1,2,2,1,1,0,2,-2.0,4,0
31,1,0,0,1,1,0,1,0.0,2,0
31,1,5,0,1,1,0,2,-1.0,3,0
19,0,3,2,0,1,1,5,-12.0,9,0
32,0,2,0,1,1,0,1,0.0,1,0
30,1,2,0,1,1,1,1,-1.0,3,1
66,0,2,1,1,1,1,1,-1.0,1,0
40,0,0,0,1,0,0,0,0.0,1,0
59,1,0,1,1,1,4,1,0.0,2,0
27,1,0,0,2,1,3,2,-23.0,7,0
22,0,0,2,1,1,0,1,-1.0,3,0
58,0,2,1,1,1,1,1,-1.0,1,0
29,0,2,0,1,1,2,3,-2.0,3,0
27,0,0,0,0,1,0,61,-1.0,8,1
24,0,2,2,2,1,0,2,-3.0,5,0
35,0,2,0,1,0,3,1,0.0,4,0
29,0,0,0,0,1,7,3,0.0,8,1
30,0,0,0,0,1,5,3,-1.0,9,1
23,0,0,2,1,1,1,3,-1.0,2,0
32,0,2,0,1,1,2,1,-27.0,4,1
22,0,2,2,2,1,2,4,-1.0,5,0
21,1,0,2,1,1,0,2,-1.0,3,0
43,1,2,0,1,0,0,0,-1.0,2,0
29,0,0,0,0,1,0,3,-1.0,8,0
43,0,0,0,1,1,1,2,0.0,3,0
25,0,0,0,1,1,1,3,-1.0,2,0
47,1,2,1,1,1,0,2,-1.0,1,0
21,0,0,2,2,0,0,1,-2.0,5,0
54,1,2,1,1,1,0,0,0.0,1,0
34,0,0,0,1,1,3,34,-1.0,1,1
28,1,0,0,1,0,2,2,-1.0,2,0
53,0,2,1,1,0,4,1,-1.0,1,1
54,1,0,1,1,1,0,0,0.0,1,0
37,0,3,0,1,1,3,84,-1.0,1,1
34,0,0,0,1,1,2,1,-1.0,4,0
60,0,2,1,1,0,0,2,-1.0,1,1
22,0,0,2,1,1,0,2,-1.0,4,0
51,0,0,1,2,1,3,0,0.0,7,0
29,0,0,0,1,1,0,13,-1.0,2,1
28,1,0,0,2,1,5,28,-1.0,6,0
33,0,2,0,1,1,0,1,-1.0,1,1
43,1,2,0,1,1,4,3,0.0,2,0
45,1,3,1,2,1,1,27,-1.0,6,0
32,0,2,0,2,1,5,66,-1.0,5,1
35,0,0,0,1,0,0,2,-1.0,3,1
23,0,0,2,1,1,1,2,-1.0,4,1
41,1,3,0,1,1,1,114,-1.0,1,0
25,0,5,0,0,1,24,1,-1.0,10,1
35,0,3,0,0,1,12,11,-1.0,9,0
25,0,0,0,2,1,4,44,0.0,6,1
69,0,2,1,1,1,6,2,-1.0,2,1
24,1,1,2,1,1,0,2,-1.0,3,0
28,0,3,0,1,1,0,1,-1.0,4,0
47,0,0,1,2,1,23,404,-1.0,7,1
29,0,0,0,0,1,13,2,0.0,10,1
26,0,0,0,0,1,9,3,-1.0,8,1
31,1,5,0,1,1,0,3,-1.0,1,0
28,0,2,0,2,1,0,2,0.0,7,0
48,1,2,1,1,1,1,1,0.0,1,1
44,1,2,0,1,1,0,1,-1.0,1,0
42,1,0,0,2,1,7,1,-1.0,5,0
39,0,0,0,2,1,5,5,-1.0,7,0
46,0,3,1,1,0,2,4,-1.0,1,0
55,1,2,1,2,1,0,11,-1.0,5,0
27,0,0,0,0,1,5,5,-1.0,9,1
31,1,2,0,0,0,0,5,-1.0,9,0
25,0,0,0,1,1,0,1,-1.0,2,0
32,1,2,0,2,1,6,1,0.0,7,0
36,0,0,0,2,1,2,1,-1.0,5,0
21,0,0,2,2,1,3,5,-1.0,7,1
39,1,2,0,1,1,2,0,0.0,4,0
26,1,0,0,1,0,0,0,0.0,2,0
28,0,0,0,0,1,8,21,0.0,8,1
67,1,2,1,1,1,2,1,-4.0,1,1
22,0,5,2,1,0,0,3,-1.0,4,0
37,1,2,0,1,1,3,1,-1.0,1,0
23,1,0,2,0,1,2,3,-1.0,8,1
49,1,0,1,2,0,14,123,-1.0,7,1
32,1,2,0,2,1,9,5,0.0,7,1
41,1,2,0,2,1,9,33,-1.0,6,0
25,1,0,0,1,1,1,1,0.0,3,0
58,1,2,1,1,1,0,1,-1.0,1,0
44,1,0,0,0,1,19,18,-17.0,9,1
28,0,0,0,1,1,1,16,0.0,4,0
39,0,0,0,2,0,0,3,-1.0,5,1
54,0,2,1,1,1,0,7,-1.0,1,0
43,1,2,0,1,1,0,1,-1.0,4,0
31,1,0,0,0,1,5,1,0.0,10,0
30,0,0,0,0,1,11,118,0.0,10,0
27,1,2,0,1,1,4,2,-1.0,4,1
28,1,0,0,1,1,0,2,-1.0,2,1
24,1,0,2,2,1,0,1,-1.0,7,0
43,1,2,0,1,1,0,1,0.0,1,0
44,1,0,0,1,1,10,6,-7.0,4,1
24,0,3,2,0,1,11,1,-15.0,10,1
23,0,0,2,1,1,0,2,-1.0,3,0
36,1,2,0,1,1,5,1,-1.0,3,1
27,0,2,0,0,1,1,2,-1.0,9,0
24,0,0,2,0,1,0,2,0.0,10,1
66,1,2,1,1,1,0,1,-1.0,1,0
36,0,2,0,1,0,3,26,0.0,4,0
53,0,3,1,0,1,9,131,-1.0,8,1
23,0,2,2,1,1,1,1,0.0,3,1
22,1,0,2,2,0,0,1,0.0,7,1
25,0,3,0,1,1,1,1,-1.0,3,0
56,0,0,1,1,1,4,3,-1.0,1,0
51,0,1,1,1,1,1,2,-1.0,1,1
58,1,0,1,1,0,3,19,-18.0,1,0
24,1,2,2,2,1,3,1,0.0,5,0
22,0,0,2,1,1,0,72,-1.0,3,1
39,1,2,0,1,1,0,1,-1.0,1,0
20,0,3,2,0,1,3,43,-1.0,10,1
46,0,2,1,2,1,10,74,-1.0,7,1
38,0,2,0,1,1,1,1,-27.0,1,1
23,1,2,2,0,1,0,4,0.0,8,1
39,0,5,0,2,1,6,27,-1.0,5,0
25,0,0,0,0,1,0,2,0.0,8,0
31,0,0,0,0,1,19,1,-1.0,9,1
25,1,0,0,1,0,1,1,-1.0,3,1
26,0,0,0,2,1,6,2,-1.0,6,0
25,0,0,0,0,1,2,275,-1.0,9,0
37,0,2,0,0,1,11,2,0.0,8,1
36,0,0,0,1,1,0,1,-3.0,1,0
26,0,0,0,2,1,1,1,0.0,6,1
21,0,5,2,1,1,3,1,-1.0,2,1
35,0,0,0,1,1,7,1,-23.0,4,1
22,0,0,2,1,1,2,2,-1.0,4,1
25,0,2,0,1,1,0,1,0.0,2,0
36,1,3,0,1,1,0,2,-7.0,1,0
24,1,0,2,2,1,2,13,-1.0,7,1
21,0,0,2,0,1,0,1,-1.0,9,1
32,0,2,0,0,1,15,71,-1.0,9,1
33,1,0,0,1,1,2,0,0.0,2,1
33,0,0,0,0,1,10,3,0.0,9,1
29,1,2,0,1,1,0,1,-2.0,3,0
50,0,2,1,1,1,8,173,-1.0,3,0
33,0,0,0,0,1,14,3,-1.0,8,1
37,0,0,0,0,1,13,1,-1.0,8,1
27,0,0,0,2,1,9,25,-1.0,7,1
27,1,0,0,1,1,0,2,-1.0,1,0
21,1,3,2,2,1,1,1,-1.0,5,1
58,0,0,1,1,1,1,61,-1.0,1,0
27,0,0,0,0,1,4,34,-1.0,8,0
28,0,2,0,2,1,1,31,-1.0,7,1
31,1,2,0,1,0,0,1,-5.0,3,0
24,1,0,2,2,1,3,7,-1.0,7,0
26,0,0,0,0,1,6,19,0.0,9,1
43,1,2,0,1,1,0,2,-1.0,1,0
22,0,0,2,2,1,3,2,0.0,6,1
23,0,0,2,2,1,0,4,-1.0,5,0
42,1,2,0,1,1,0,1,-1.0,4,0
30,1,0,0,0,1,18,18,-1.0,10,0
29,0,0,0,0,1,1,291,-1.0,9,0
38,0,2,0,1,1,2,48,0.0,4,1
26,1,2,0,1,1,3,3,-4.0,4,0
51,1,0,1,2,1,5,5,0.0,7,0
36,1,5,0,1,1,0,0,0.0,1,0
62,1,3,1,1,1,0,2,-2.0,1,0
23,0,0,2,1,1,0,1,0.0,3,1
34,0,0,0,2,1,7,1,-1.0,5,1
35,1,0,0,1,1,1,2,-1.0,2,0
22,0,2,2,1,1,0,4,0.0,3,0
29,1,0,0,0,1,10,109,-1.0,10,1
40,0,0,0,1,1,0,2,-3.0,2,0
36,0,0,0,1,1,2,1,0.0,2,0
26,0,0,0,0,1,8,1,0.0,8,1
25,0,0,0,1,1,1,1,-23.0,3,1
69,1,2,1,1,1,0,1,-3.0,1,0
27,0,0,0,1,1,1,9,-1.0,4,0
20,0,2,2,2,1,0,2,0.0,5,1
27,0,0,0,1,1,1,3,-2.0,1,0
24,1,0,2,2,0,6,311,-1.0,6,0
42,0,2,0,1,1,0,3,-7.0,1,0
25,0,2,0,1,1,1,2,-1.0,3,0
25,0,0,0,1,1,0,8,-1.0,4,0
22,0,0,2,1,1,0,1,-1.0,3,0
21,0,2,2,1,1,0,1,-1.0,4,0
30,1,0,0,1,1,1,2,0.0,2,0
46,1,2,1,2,1,9,5,0.0,5,0
26,1,0,0,2,1,2,1,0.0,7,0
33,0,0,0,2,1,0,1,0.0,5,1
40,1,0,0,1,1,1,2,-1.0,1,0
34,0,2,0,1,1,0,29,-1.0,4,0
22,0,2,2,1,1,1,37,-1.0,2,1
28,1,3,0,2,1,3,1,-1.0,5,0
31,1,0,0,1,1,4,2,-1.0,3,1
59,1,2,1,1,1,3,2,0.0,1,1
37,0,4,0,1,1,0,1,-1.0,2,0
50,0,0,1,1,1,0,3,-1.0,1,0
57,0,0,1,2,1,8,100,-1.0,5,1
31,1,0,0,2,1,5,1,-1.0,5,0
44,0,0,0,0,1,9,26,-28.0,8,0
48,0,0,1,0,1,5,243,-1.0,9,1
25,0,2,0,1,0,0,2,-1.0,4,0
51,1,0,1,1,1,5,1,-1.0,3,0
50,0,2,1,1,1,0,1,-1.0,1,1
57,0,2,1,1,1,2,3,-11.0,1,0
55,1,2,1,1,1,0,1,-1.0,1,0
59,0,0,1,1,1,4,2,-2.0,3,1
42,0,0,0,1,0,0,1,0.0,1,0
20,0,3,2,0,1,2,22,-21.0,8,1
21,0,5,2,1,1,0,29,-1.0,4,0
32,0,0,0,0,1,21,65,-1.0,9,1
24,1,3,2,1,0,0,1,0.0,4,0
42,0,0,0,1,1,1,2,0.0,4,0
29,0,0,0,0,1,8,14,-1.0,8,1
21,0,0,2,2,1,1,8,-1.0,6,0
58,1,2,1,1,1,0,1,0.0,1,0
