sex,race,case_type,wcisclass,age_offense,prior_felony,prior_misdemeanor,prior_criminal_traffic,highest_severity,release,is_recid_new,recid_180d,violent_crime,recid_180d_violent
1,0,2,5,61,0,4,0,10.0,0,0.0,0.0,0,0.0
1,0,2,5,61,0,4,0,10.0,0,0.0,0.0,0,0.0
1,0,2,55,24,1,1,0,10.0,0,1.0,1.0,0,1.0
1,0,2,5,31,1,4,0,10.0,1,0.0,0.0,0,0.0
1,0,2,6,31,1,4,0,10.0,1,0.0,0.0,1,0.0
1,0,2,6,34,1,5,0,10.0,1,0.0,0.0,1,0.0
0,4,2,6,19,0,0,0,10.0,0,0.0,0.0,1,0.0
0,0,2,49,19,0,0,0,10.0,1,0.0,0.0,0,0.0
0,0,0,31,26,0,1,1,7.0,1,0.0,0.0,0,0.0
0,0,2,50,35,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,1,28,20,0,0,0,9.0,1,0.0,0.0,0,0.0
0,3,0,31,26,1,0,0,7.0,1,1.0,1.0,0,0.0
0,3,0,31,27,1,0,1,7.0,1,1.0,1.0,0,0.0
0,3,0,31,28,1,0,2,7.0,1,1.0,1.0,0,0.0
0,3,0,35,28,1,0,3,7.0,0,1.0,1.0,0,0.0
0,3,0,31,29,1,0,5,7.0,0,0.0,0.0,0,0.0
0,3,0,35,29,1,0,5,7.0,0,0.0,0.0,0,0.0
1,3,2,16,24,0,0,0,7.0,1,0.0,0.0,0,0.0
1,4,1,36,28,0,0,0,11.0,1,1.0,1.0,0,0.0
1,4,0,35,30,1,0,0,7.0,0,0.0,0.0,0,0.0
1,4,2,6,18,1,0,0,10.0,1,0.0,0.0,1,0.0
1,4,1,40,22,1,2,0,13.0,1,1.0,1.0,0,0.0
1,4,2,13,23,2,2,0,9.0,0,1.0,1.0,0,0.0
1,4,2,5,31,3,3,0,10.0,0,0.0,0.0,0,0.0
1,0,0,31,39,1,0,0,7.0,1,1.0,1.0,0,0.0
1,0,2,43,19,0,0,0,9.0,1,0.0,0.0,1,0.0
1,4,0,35,28,0,0,0,7.0,0,1.0,1.0,0,0.0
1,4,1,40,28,0,0,1,10.0,0,0.0,0.0,0,0.0
1,0,2,6,29,0,0,0,9.0,1,0.0,0.0,0,0.0
0,4,0,31,35,0,0,0,7.0,1,0.0,0.0,0,0.0
0,4,1,54,41,0,0,1,9.0,1,0.0,0.0,1,0.0
1,4,0,34,19,0,0,2,7.0,1,1.0,1.0,0,0.0
1,4,0,26,19,0,0,2,7.0,1,1.0,1.0,0,0.0
1,4,0,34,19,0,1,2,7.0,1,0.0,0.0,0,0.0
1,4,2,13,20,0,0,3,9.0,1,0.0,0.0,0,0.0
1,0,2,6,17,0,0,0,10.0,1,0.0,0.0,1,0.0
1,0,2,49,21,0,0,0,10.0,1,0.0,0.0,0,0.0
1,0,1,8,27,0,1,0,12.0,1,1.0,1.0,1,0.0
1,0,2,6,17,2,0,0,10.0,1,1.0,1.0,1,1.0
1,0,1,44,18,4,1,0,13.0,0,1.0,1.0,1,1.0
1,0,1,5,18,4,1,0,9.0,0,1.0,1.0,0,1.0
1,0,1,5,18,4,1,0,10.0,0,1.0,1.0,0,1.0
1,0,1,5,18,4,1,0,10.0,0,1.0,1.0,0,1.0
1,0,1,5,19,4,1,0,13.0,1,1.0,1.0,0,1.0
1,0,1,28,20,5,2,0,9.0,0,1.0,1.0,1,1.0
1,0,2,49,20,6,1,0,10.0,0,1.0,1.0,0,1.0
1,0,2,16,17,0,0,0,7.0,1,0.0,0.0,0,0.0
1,0,1,16,19,0,1,0,12.0,1,0.0,0.0,0,0.0
1,0,1,14,25,1,1,0,14.0,1,1.0,1.0,0,0.0
1,0,1,2,23,2,0,0,20.0,1,0.0,0.0,1,0.0
1,4,0,34,38,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,1,38,26,0,0,0,16.0,1,1.0,1.0,1,1.0
1,3,1,37,28,1,0,0,16.0,1,0.0,0.0,1,0.0
1,0,0,31,29,0,0,0,7.0,1,1.0,1.0,0,0.0
1,0,0,31,29,0,1,1,7.0,1,0.0,0.0,0,0.0
1,3,0,35,29,0,1,2,7.0,0,0.0,0.0,0,0.0
1,3,0,5,30,0,1,2,10.0,1,0.0,0.0,0,0.0
1,3,2,5,30,0,0,3,10.0,1,0.0,0.0,0,0.0
1,3,2,13,41,0,1,0,9.0,1,0.0,0.0,0,0.0
1,2,2,13,21,0,0,0,9.0,1,1.0,1.0,0,0.0
1,2,1,38,24,1,1,0,12.0,1,0.0,0.0,0,0.0
0,3,2,11,17,0,1,0,10.0,1,1.0,1.0,0,0.0
0,3,2,5,17,0,1,0,10.0,1,1.0,1.0,0,0.0
0,3,2,49,18,1,2,0,10.0,1,0.0,0.0,0,0.0
0,0,1,5,21,0,0,0,17.0,0,0.0,0.0,0,0.0
0,0,2,15,27,1,0,0,7.0,0,0.0,0.0,0,0.0
0,0,1,18,22,1,0,0,17.0,1,0.0,0.0,1,0.0
0,0,1,23,23,1,0,0,18.0,1,0.0,0.0,0,0.0
0,0,2,13,17,0,0,0,9.0,1,0.0,0.0,0,0.0
0,0,2,61,26,0,1,0,7.0,1,0.0,0.0,0,0.0
0,0,2,13,28,0,0,0,9.0,0,1.0,1.0,0,0.0
0,0,2,15,28,0,1,0,7.0,0,0.0,0.0,0,0.0
0,0,1,16,36,0,2,0,12.0,1,0.0,0.0,0,0.0
0,0,1,16,21,0,0,1,11.0,1,0.0,0.0,0,0.0
0,0,0,31,21,1,0,0,7.0,1,0.0,0.0,0,0.0
0,0,2,49,25,1,0,1,10.0,0,0.0,0.0,0,0.0
0,0,2,50,38,0,2,0,10.0,1,0.0,0.0,0,0.0
0,0,2,50,38,0,2,0,10.0,1,0.0,0.0,0,0.0
0,3,0,35,45,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,0,35,54,0,0,1,7.0,0,0.0,0.0,0,0.0
0,0,0,34,24,0,0,0,7.0,1,1.0,1.0,0,0.0
0,3,2,6,47,0,0,0,9.0,1,1.0,1.0,1,1.0
0,3,2,6,49,0,1,0,10.0,0,1.0,1.0,1,1.0
0,3,2,6,50,0,2,0,9.0,1,0.0,0.0,1,0.0
0,3,1,16,20,0,0,0,12.0,1,0.0,0.0,0,0.0
0,3,1,8,23,0,0,0,10.0,1,0.0,0.0,1,0.0
0,4,0,35,30,0,1,0,7.0,0,0.0,0.0,0,0.0
0,0,1,23,51,0,0,0,13.0,1,0.0,0.0,0,0.0
0,3,2,13,17,0,0,0,9.0,1,0.0,0.0,0,0.0
0,3,2,13,32,0,0,0,9.0,0,0.0,0.0,0,0.0
0,0,1,41,19,0,0,0,12.0,1,0.0,0.0,0,0.0
0,3,2,55,18,0,0,0,10.0,1,1.0,1.0,0,0.0
0,3,2,5,19,0,2,0,10.0,1,0.0,0.0,0,0.0
0,1,0,35,27,0,0,0,7.0,0,1.0,1.0,0,0.0
0,1,0,31,27,0,0,1,7.0,1,0.0,0.0,0,0.0
0,3,2,6,21,4,2,0,10.0,1,1.0,1.0,1,1.0
0,3,2,6,21,4,2,0,10.0,1,1.0,1.0,1,1.0
0,3,2,6,21,4,2,0,10.0,1,1.0,1.0,1,1.0
0,3,1,16,21,4,3,0,13.0,1,0.0,0.0,0,0.0
0,3,1,39,21,4,3,0,13.0,1,0.0,0.0,0,0.0
0,3,1,5,22,4,3,0,13.0,1,0.0,0.0,0,0.0
0,3,1,5,22,4,3,0,13.0,1,0.0,0.0,0,0.0
0,0,1,14,21,0,0,0,14.0,1,0.0,0.0,0,0.0
0,0,0,34,57,0,0,0,7.0,1,0.0,0.0,0,0.0
0,2,2,15,19,0,1,0,7.0,1,1.0,1.0,0,0.0
0,3,2,6,21,0,0,1,9.0,1,0.0,0.0,1,0.0
0,3,2,6,24,0,2,1,9.0,1,1.0,1.0,1,0.0
0,3,2,13,26,0,3,1,9.0,1,0.0,0.0,0,0.0
0,3,0,35,27,0,0,1,7.0,1,0.0,0.0,0,0.0
0,3,0,31,19,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,2,13,17,0,1,0,9.0,1,1.0,1.0,0,0.0
0,3,2,5,17,0,2,0,10.0,1,0.0,0.0,0,0.0
0,3,2,50,29,0,5,0,10.0,1,0.0,0.0,0,0.0
0,3,2,55,29,0,5,0,10.0,1,0.0,0.0,0,0.0
0,3,2,50,29,0,5,0,10.0,1,0.0,0.0,0,0.0
0,3,2,50,29,0,5,0,10.0,1,0.0,0.0,0,0.0
0,3,2,50,29,0,5,0,10.0,1,0.0,0.0,0,0.0
0,3,2,43,19,0,1,1,7.0,1,1.0,1.0,0,1.0
0,3,2,6,20,0,1,1,10.0,1,1.0,1.0,1,1.0
0,3,1,5,22,2,2,1,13.0,1,0.0,0.0,0,0.0
0,3,0,35,26,3,2,1,7.0,1,0.0,0.0,0,0.0
0,3,2,16,24,0,0,1,7.0,1,0.0,0.0,0,0.0
0,3,0,35,25,0,1,0,7.0,1,0.0,0.0,0,0.0
0,0,1,55,21,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,0,26,22,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,2,49,26,0,0,0,10.0,0,0.0,0.0,0,0.0
0,3,2,49,18,0,0,0,10.0,1,1.0,1.0,0,0.0
0,3,1,7,18,0,1,0,10.0,1,0.0,0.0,0,0.0
0,3,1,16,23,0,0,0,12.0,1,1.0,1.0,0,0.0
0,3,1,14,25,1,0,0,16.0,1,0.0,0.0,0,0.0
0,3,2,16,19,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,2,55,22,0,0,0,10.0,0,0.0,0.0,0,0.0
0,3,0,5,20,0,1,1,10.0,1,1.0,1.0,0,0.0
0,3,2,5,21,0,1,2,10.0,1,1.0,1.0,0,0.0
0,3,2,50,21,1,1,2,10.0,1,1.0,1.0,0,0.0
0,3,1,16,22,1,2,2,12.0,1,1.0,1.0,0,0.0
0,3,1,16,21,1,2,2,15.0,0,1.0,1.0,0,0.0
0,3,1,16,23,2,2,2,12.0,0,0.0,0.0,0,0.0
0,3,1,14,19,0,0,0,13.0,1,0.0,0.0,0,0.0
0,3,1,44,21,0,0,0,10.0,1,0.0,0.0,1,0.0
0,3,2,49,17,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,2,58,19,0,1,0,10.0,1,0.0,0.0,0,0.0
0,3,1,7,26,0,1,0,15.0,1,1.0,1.0,0,0.0
0,3,2,11,26,1,0,0,10.0,1,1.0,1.0,0,0.0
0,3,1,55,23,0,1,0,10.0,1,0.0,0.0,0,0.0
0,3,2,16,23,1,0,0,7.0,0,1.0,1.0,0,0.0
0,3,2,12,26,1,1,0,10.0,1,0.0,0.0,0,0.0
0,3,1,55,20,0,0,0,10.0,1,0.0,0.0,0,0.0
0,0,2,49,20,0,0,0,10.0,1,1.0,1.0,0,0.0
0,0,1,16,20,0,1,0,12.0,1,0.0,0.0,0,0.0
0,3,1,55,20,1,1,0,12.0,1,0.0,0.0,0,0.0
0,3,2,55,20,2,0,0,10.0,1,0.0,0.0,0,0.0
0,3,1,41,19,1,1,0,13.0,1,0.0,0.0,0,0.0
0,1,2,16,19,0,1,0,7.0,1,0.0,0.0,0,0.0
0,3,1,5,18,1,2,0,17.0,1,0.0,0.0,0,0.0
0,3,2,63,18,2,1,0,10.0,1,0.0,0.0,0,0.0
0,3,2,63,18,2,1,0,10.0,1,0.0,0.0,0,0.0
0,3,2,55,21,2,3,0,10.0,1,1.0,1.0,0,0.0
0,3,2,55,22,2,4,0,10.0,1,0.0,0.0,0,0.0
0,3,2,63,24,2,5,0,10.0,1,0.0,0.0,0,0.0
0,3,2,62,31,0,0,0,9.0,1,0.0,0.0,0,0.0
0,3,1,23,30,1,1,0,13.0,1,0.0,0.0,0,0.0
0,3,1,5,30,1,1,0,13.0,1,0.0,0.0,0,0.0
0,3,2,63,30,2,0,0,10.0,1,0.0,0.0,0,0.0
0,3,2,50,21,0,1,0,10.0,1,0.0,0.0,0,0.0
0,3,2,50,25,0,2,0,10.0,1,0.0,0.0,0,0.0
0,3,2,11,17,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,0,35,23,0,0,0,7.0,0,1.0,1.0,0,0.0
0,3,0,31,24,0,0,1,7.0,1,1.0,1.0,0,0.0
0,3,0,35,26,0,1,2,7.0,1,0.0,0.0,0,0.0
0,3,1,36,33,0,1,3,13.0,1,0.0,0.0,0,0.0
0,4,2,13,18,0,0,0,9.0,1,0.0,0.0,0,0.0
0,4,1,7,22,0,1,0,7.0,1,0.0,0.0,0,0.0
0,4,1,16,19,1,0,0,12.0,1,1.0,1.0,0,0.0
0,0,2,11,28,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,1,23,31,0,0,0,13.0,1,0.0,0.0,0,0.0
0,3,2,16,26,0,1,0,7.0,1,0.0,0.0,1,0.0
0,0,2,58,23,0,0,0,9.0,1,1.0,1.0,0,0.0
0,0,2,13,26,0,1,0,9.0,1,0.0,0.0,0,0.0
0,3,1,23,24,0,0,0,18.0,1,0.0,0.0,0,0.0
0,3,0,31,22,0,2,4,7.0,1,1.0,1.0,0,0.0
0,3,0,35,22,0,1,4,7.0,0,1.0,1.0,0,0.0
0,3,0,35,30,0,3,6,7.0,0,0.0,0.0,0,0.0
0,0,1,23,29,0,0,0,18.0,1,1.0,1.0,0,0.0
0,0,1,23,30,1,0,0,10.0,1,1.0,1.0,0,0.0
0,3,1,16,23,0,0,1,12.0,1,1.0,1.0,0,0.0
0,3,1,5,24,1,0,1,10.0,0,1.0,1.0,0,0.0
0,3,2,49,27,2,0,2,9.0,1,1.0,1.0,0,0.0
0,3,2,55,27,4,1,2,10.0,1,1.0,1.0,0,0.0
0,3,1,7,27,3,2,2,15.0,1,1.0,1.0,0,0.0
0,3,1,5,30,4,2,2,13.0,1,1.0,1.0,0,0.0
0,3,2,50,32,5,2,2,9.0,1,0.0,0.0,0,0.0
0,3,2,16,26,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,2,50,30,0,0,2,10.0,1,0.0,0.0,0,0.0
0,3,0,35,30,0,1,1,7.0,1,0.0,0.0,0,0.0
0,3,0,5,30,0,1,1,7.0,0,0.0,0.0,0,0.0
0,3,0,35,29,0,0,0,7.0,1,1.0,1.0,0,0.0
0,3,0,31,30,0,0,1,7.0,1,0.0,0.0,0,0.0
0,0,1,16,42,0,0,0,16.0,0,0.0,0.0,0,0.0
0,3,2,49,23,0,2,0,10.0,1,0.0,0.0,0,0.0
0,3,0,35,23,0,2,0,7.0,0,0.0,0.0,0,0.0
0,3,0,43,28,0,3,1,7.0,1,0.0,0.0,0,0.0
0,3,2,5,17,0,0,0,9.0,1,0.0,0.0,0,0.0
0,3,2,6,21,0,1,1,9.0,1,0.0,0.0,1,0.0
0,3,2,50,25,0,0,0,10.0,0,0.0,0.0,0,0.0
0,3,2,34,17,0,4,0,7.0,1,0.0,0.0,0,0.0
0,3,2,16,17,0,4,0,7.0,1,0.0,0.0,0,0.0
0,3,2,5,17,0,4,0,10.0,1,0.0,0.0,0,0.0
0,3,2,5,17,0,4,0,10.0,1,0.0,0.0,0,0.0
0,3,2,55,17,0,4,0,10.0,1,0.0,0.0,0,0.0
0,3,1,7,19,0,0,0,15.0,1,1.0,1.0,0,0.0
0,3,1,14,20,1,0,0,13.0,1,0.0,0.0,0,0.0
0,3,1,16,17,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,0,34,17,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,1,16,21,0,1,0,12.0,1,1.0,1.0,0,0.0
0,3,1,16,23,1,1,0,12.0,1,0.0,0.0,0,0.0
0,3,0,31,21,0,0,0,7.0,1,1.0,1.0,0,0.0
0,3,0,31,22,0,1,3,7.0,1,0.0,0.0,0,0.0
0,3,0,31,22,0,1,3,7.0,1,0.0,0.0,0,0.0
0,3,2,10,31,0,1,4,10.0,1,0.0,0.0,0,0.0
0,3,1,55,20,2,0,0,10.0,1,1.0,1.0,0,1.0
0,3,1,39,20,2,0,0,13.0,1,1.0,1.0,0,1.0
0,3,0,35,22,3,0,0,7.0,1,0.0,0.0,0,0.0
0,3,0,35,27,0,0,0,7.0,0,1.0,1.0,0,0.0
0,3,0,31,29,0,0,1,7.0,1,0.0,0.0,0,0.0
0,3,0,35,35,0,0,2,7.0,0,0.0,0.0,0,0.0
0,3,0,35,23,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,1,16,30,0,0,0,12.0,1,0.0,0.0,0,0.0
0,3,2,11,20,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,1,16,21,0,0,0,12.0,1,0.0,0.0,0,0.0
0,3,2,10,22,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,1,16,19,1,1,1,12.0,1,1.0,1.0,0,0.0
0,3,0,34,18,2,1,0,7.0,1,1.0,1.0,0,0.0
0,3,1,5,19,1,1,1,13.0,1,1.0,1.0,0,0.0
0,3,2,16,24,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,2,49,18,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,2,63,20,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,2,11,24,1,0,0,10.0,1,0.0,0.0,0,0.0
0,3,0,16,33,0,0,1,7.0,0,0.0,0.0,0,0.0
0,3,2,13,23,0,0,0,9.0,1,0.0,0.0,0,0.0
0,3,2,5,22,0,0,2,10.0,1,0.0,0.0,0,0.0
0,3,2,55,25,0,1,2,10.0,1,0.0,0.0,0,0.0
0,3,1,54,29,0,2,0,12.0,1,0.0,0.0,1,0.0
0,3,2,11,20,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,2,10,18,0,0,0,9.0,1,0.0,0.0,0,0.0
0,0,0,31,20,0,0,0,7.0,1,0.0,0.0,0,0.0
0,1,2,11,18,0,0,0,10.0,1,1.0,1.0,0,0.0
0,1,0,34,19,0,1,0,7.0,1,0.0,0.0,0,0.0
0,3,2,16,20,0,1,0,7.0,1,1.0,1.0,0,0.0
0,3,2,55,20,0,1,0,10.0,1,1.0,1.0,0,0.0
0,3,2,50,21,0,2,0,10.0,0,1.0,1.0,0,0.0
0,3,0,26,22,0,3,0,7.0,1,0.0,0.0,0,0.0
0,3,0,35,24,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,0,35,19,0,0,0,7.0,0,1.0,1.0,0,0.0
0,3,2,13,20,0,0,1,9.0,1,1.0,1.0,0,0.0
0,3,0,35,21,0,1,1,7.0,0,0.0,0.0,0,0.0
0,3,0,35,23,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,0,35,24,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,0,35,30,0,0,1,7.0,1,0.0,0.0,0,0.0
0,3,1,32,19,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,2,55,20,0,1,0,10.0,1,1.0,1.0,0,0.0
0,3,1,23,21,0,2,0,10.0,1,1.0,1.0,0,0.0
0,3,1,55,22,1,2,0,13.0,1,0.0,0.0,0,0.0
0,3,0,35,23,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,0,35,27,0,0,1,7.0,0,0.0,0.0,0,0.0
0,3,0,35,23,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,2,49,17,0,0,0,10.0,1,1.0,1.0,0,0.0
0,3,2,15,17,0,1,0,7.0,0,1.0,1.0,0,0.0
0,3,2,11,18,0,3,0,10.0,1,1.0,1.0,0,0.0
0,3,2,5,18,0,3,0,9.0,1,1.0,1.0,0,0.0
0,3,2,13,19,0,4,0,9.0,1,1.0,1.0,0,0.0
0,3,2,5,20,0,5,0,7.0,1,0.0,0.0,0,0.0
0,3,2,55,20,0,0,0,10.0,0,0.0,0.0,0,0.0
0,3,2,16,24,0,1,0,7.0,1,0.0,0.0,0,0.0
0,3,1,14,17,0,0,0,12.0,1,1.0,1.0,0,0.0
0,3,1,16,20,1,0,0,12.0,1,0.0,0.0,0,0.0
0,3,2,16,20,0,1,0,7.0,0,0.0,0.0,0,0.0
0,3,2,16,17,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,1,14,17,0,0,0,13.0,1,0.0,0.0,0,0.0
0,3,2,13,23,1,0,0,9.0,1,0.0,0.0,0,0.0
0,3,1,44,25,1,1,1,12.0,1,1.0,1.0,1,0.0
0,3,2,13,26,2,1,1,9.0,0,1.0,1.0,0,0.0
0,0,2,50,18,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,1,8,17,1,0,0,10.0,1,0.0,0.0,1,0.0
0,3,1,5,18,1,0,0,12.0,1,0.0,0.0,1,0.0
0,3,1,23,18,0,0,0,10.0,1,0.0,0.0,0,0.0
0,0,1,14,21,0,0,0,12.0,1,1.0,1.0,0,0.0
0,0,2,32,22,1,0,0,10.0,1,1.0,1.0,0,0.0
0,0,1,16,23,1,1,0,12.0,1,0.0,0.0,0,0.0
0,3,0,35,23,0,0,1,7.0,0,0.0,0.0,0,0.0
0,3,0,31,23,0,0,1,7.0,1,0.0,0.0,0,0.0
0,3,1,16,22,0,0,0,15.0,0,0.0,0.0,0,0.0
0,3,0,35,29,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,1,23,24,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,0,35,23,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,0,35,27,0,0,0,7.0,0,0.0,0.0,0,0.0
0,4,2,49,16,0,0,0,10.0,0,1.0,1.0,0,0.0
0,4,2,49,17,0,2,0,10.0,0,0.0,0.0,0,0.0
0,4,2,26,17,0,2,0,7.0,1,0.0,0.0,1,0.0
0,4,2,49,21,0,3,0,10.0,0,1.0,1.0,0,0.0
0,4,2,13,22,0,4,0,9.0,1,0.0,0.0,0,0.0
0,3,2,10,21,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,1,6,17,0,1,0,10.0,0,0.0,0.0,1,0.0
0,3,2,16,21,1,2,0,7.0,0,0.0,0.0,0,0.0
0,1,2,5,21,0,2,0,10.0,1,1.0,1.0,0,0.0
0,3,0,35,26,0,1,2,7.0,0,0.0,0.0,0,0.0
0,3,0,5,27,0,1,2,10.0,0,0.0,0.0,0,0.0
0,3,2,50,24,0,1,0,10.0,1,0.0,0.0,0,0.0
0,3,2,5,24,0,1,0,10.0,1,0.0,0.0,0,0.0
0,3,2,49,19,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,2,49,17,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,2,55,22,0,0,0,10.0,1,0.0,0.0,0,0.0
0,1,2,13,17,0,0,0,9.0,0,1.0,1.0,0,0.0
0,3,0,59,23,0,0,0,7.0,0,0.0,0.0,0,0.0
0,0,2,62,21,0,2,0,10.0,1,1.0,1.0,1,1.0
0,0,2,13,21,0,2,0,10.0,1,1.0,1.0,1,1.0
0,0,2,27,21,0,2,0,10.0,1,1.0,1.0,0,1.0
0,0,1,23,22,0,4,0,10.0,1,1.0,1.0,0,1.0
0,0,2,6,22,1,3,0,10.0,0,1.0,1.0,1,1.0
0,0,0,35,24,1,4,0,7.0,0,1.0,1.0,0,1.0
0,3,0,31,20,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,2,16,25,0,0,1,7.0,1,0.0,0.0,0,0.0
0,3,2,6,18,0,0,0,10.0,1,0.0,0.0,1,0.0
0,3,0,34,17,0,0,0,7.0,1,0.0,0.0,0,0.0
0,1,2,13,21,0,0,0,9.0,1,0.0,0.0,0,0.0
0,1,2,5,25,0,3,0,10.0,0,0.0,0.0,0,0.0
0,1,2,5,25,0,3,0,10.0,0,0.0,0.0,0,0.0
0,1,2,49,25,0,3,0,10.0,1,0.0,0.0,0,0.0
0,1,1,7,29,0,5,0,10.0,1,0.0,0.0,0,0.0
0,3,2,41,17,0,0,0,10.0,1,1.0,1.0,0,0.0
0,3,1,11,18,0,2,0,12.0,1,1.0,1.0,0,0.0
0,3,2,11,18,1,1,0,10.0,1,1.0,1.0,0,0.0
0,3,2,11,19,1,2,0,9.0,0,0.0,0.0,0,0.0
0,3,1,16,18,0,0,0,7.0,1,1.0,1.0,0,1.0
0,3,2,6,19,1,0,0,10.0,1,1.0,1.0,1,0.0
0,3,1,16,20,1,1,0,10.0,0,0.0,0.0,0,0.0
0,3,0,35,29,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,2,6,20,0,0,0,10.0,1,0.0,0.0,1,0.0
0,3,2,13,23,0,1,0,9.0,1,0.0,0.0,0,0.0
0,3,1,38,23,0,0,1,10.0,1,0.0,0.0,0,0.0
0,3,2,16,21,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,2,15,17,0,0,0,7.0,1,1.0,1.0,0,1.0
0,3,2,6,19,0,1,0,10.0,1,0.0,0.0,1,0.0
0,4,0,35,18,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,2,13,17,0,0,0,9.0,1,1.0,1.0,0,0.0
0,3,1,16,17,0,1,0,16.0,0,0.0,0.0,0,0.0
0,3,2,13,17,0,1,0,9.0,1,1.0,1.0,0,0.0
0,3,2,13,17,0,2,0,9.0,0,0.0,0.0,0,0.0
0,3,2,11,18,0,2,0,10.0,1,0.0,0.0,0,0.0
0,3,1,16,26,2,2,0,12.0,1,0.0,0.0,0,0.0
0,3,1,5,26,2,2,0,13.0,1,0.0,0.0,0,0.0
0,3,2,10,25,3,1,0,10.0,1,0.0,0.0,0,0.0
0,3,2,43,25,3,1,0,10.0,1,0.0,0.0,0,0.0
0,3,1,5,26,2,2,0,13.0,1,0.0,0.0,0,0.0
0,3,0,26,19,0,0,0,7.0,1,0.0,0.0,0,0.0
0,3,2,13,22,0,1,0,9.0,1,0.0,0.0,0,0.0
0,3,2,5,22,0,1,0,10.0,1,0.0,0.0,0,0.0
0,0,0,31,28,0,0,0,7.0,0,0.0,0.0,0,0.0
0,0,2,43,28,2,0,0,7.0,1,1.0,1.0,0,0.0
0,0,2,55,34,2,3,2,10.0,1,0.0,0.0,0,0.0
0,0,1,16,39,2,4,2,12.0,1,0.0,0.0,0,0.0
0,3,1,14,18,0,0,0,13.0,1,0.0,0.0,0,0.0
0,3,0,35,24,0,0,0,7.0,0,0.0,0.0,0,0.0
0,3,1,6,28,0,0,1,13.0,1,1.0,1.0,1,0.0
0,3,2,16,17,0,0,0,7.0,1,0.0,0.0,0,0.0
0,1,0,31,18,0,0,1,7.0,1,0.0,0.0,0,0.0
0,3,2,55,20,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,2,55,18,0,2,0,10.0,1,1.0,1.0,0,0.0
0,3,2,47,18,0,2,0,10.0,1,1.0,1.0,0,0.0
0,3,2,41,18,0,2,0,10.0,1,1.0,1.0,0,0.0
0,3,2,55,18,0,3,0,10.0,1,0.0,0.0,0,0.0
0,3,2,49,20,0,0,1,9.0,1,0.0,0.0,0,0.0
0,3,0,35,20,0,1,0,7.0,0,1.0,0.0,0,0.0
0,3,1,44,22,0,1,1,14.0,1,0.0,0.0,1,0.0
0,3,2,50,24,0,0,0,10.0,1,0.0,0.0,0,0.0
0,3,0,31,25,2,2,2,7.0,0,0.0,0.0,0,0.0
0,3,2,6,20,0,0,0,10.0,1,0.0,0.0,1,0.0
0,3,1,55,17,1,0,0,13.0,1,1.0,1.0,0,0.0
0,3,1,55,17,1,0,0,13.0,1,1.0,1.0,0,0.0
0,3,1,16,26,4,0,0,12.0,0,0.0,0.0,0,0.0
0,3,1,5,27,4,0,0,12.0,0,0.0,0.0,0,0.0
0,3,1,5,28,4,0,0,13.0,1,0.0,0.0,0,0.0
0,3,1,5,28,4,0,0,13.0,1,0.0,0.0,0,0.0
0,3,1,7,17,0,1,0,12.0,1,0.0,0.0,0,0.0
0,1,2,55,19,0,1,0,10.0,1,1.0,1.0,0,1.0
0,1,2,16,19,0,1,0,7.0,1,1.0,1.0,0,1.0
